,stormNumber,initial_phase,main_phase,minimumSymH,end_recovery_phase,min_SYM_H,ifCME,ifHSS,ifcomplex,Unnamed: 9,new_begining_times,new_ending_times
437,3,2019-09-27 04:35:00,2019-09-27 12:58:00,2019-09-27 23:08:00,2019-09-30 16:42:00,-61,,HSS,,,2019-09-27 04:35:00,2019-09-30 16:42:00
438,4,2019-10-24 02:06:00,2019-10-24 11:34:00,2019-10-25 08:17:00,2019-10-30 06:02:00,-55,ICME,,,,2019-10-24 02:06:00,2019-10-28 08:17:00
439,0,2020-04-20 02:14:00,2020-04-20 08:50:00,2020-04-20 12:53:00,2020-04-21 03:46:00,-68,ICME,,,,2020-04-20 02:14:00,2020-04-21 03:46:00
440,1,2020-07-23 22:23:00,2020-07-24 04:56:00,2020-07-25 01:27:00,2020-07-25 22:46:00,-67,,HSS,,,2020-07-23 22:23:00,2020-07-25 22:46:00
441,2,2020-08-28 05:55:00,2020-08-28 19:55:00,2020-08-31 00:56:00,2020-08-31 11:22:00,-60,,HSS,,,2020-08-28 06:55:00,2020-08-31 11:22:00
442,3,2020-09-26 10:01:00,2020-09-27 12:39:00,2020-09-27 21:26:00,2020-10-05 08:11:00,-68,ICME,HSS,,,2020-09-26 23:39:00,2020-09-30 21:26:00
443,4,2020-10-23 05:02:00,2020-10-23 20:31:00,2020-10-24 04:58:00,2020-10-27 21:31:00,-50,,HSS,,,2020-10-23 07:31:00,2020-10-27 04:58:00
444,0,2021-01-11 02:42:00,2021-01-11 14:24:00,2021-01-11 22:55:00,2021-01-14 17:07:00,-54,,HSS,,,2021-01-11 02:42:00,2021-01-14 17:07:00
445,1,2021-02-28 19:46:00,2021-03-01 01:31:00,2021-03-01 06:03:00,2021-03-02 16:59:00,-80,,HSS,,,2021-02-28 19:46:00,2021-03-02 16:59:00
446,2,2021-03-19 22:05:00,2021-03-20 06:43:00,2021-03-20 09:09:00,2021-03-24 19:43:00,-60,,HSS,,,2021-03-19 22:05:00,2021-03-23 09:09:00
447,3,2021-04-15 14:24:00,2021-04-16 03:24:00,2021-04-17 05:22:00,2021-04-22 19:14:00,-61,,HSS,,,2021-04-15 14:24:00,2021-04-20 05:22:00
448,4,2021-04-23 12:11:00,2021-04-23 20:04:00,2021-04-26 06:01:00,2021-04-29 00:31:00,-58,ICME,HSS,complex,,2021-04-23 12:11:00,2021-04-29 00:31:00
449,5,2021-05-12 05:54:00,2021-05-12 12:20:00,2021-05-12 14:50:00,2021-05-15 05:35:00,-59,ICME,,,,2021-05-12 05:54:00,2021-05-15 05:35:00
450,6,2021-07-18 20:51:00,2021-07-19 20:15:00,2021-07-22 12:14:00,2021-07-25 23:43:00,-52,,HSS,,,2021-07-19 07:15:00,2021-07-25 12:14:00
451,7,2021-08-27 01:13:00,2021-08-27 13:13:00,2021-08-28 00:25:00,2021-08-29 20:42:00,-90,ICME,,,,2021-08-27 01:13:00,2021-08-29 20:42:00
452,8,2021-09-17 14:31:00,2021-09-17 18:57:00,2021-09-17 21:22:00,2021-09-20 12:32:00,-73,,HSS,,,2021-09-17 14:31:00,2021-09-20 12:32:00
453,9,2021-10-09 14:42:00,2021-10-10 12:08:00,2021-10-12 14:39:00,2021-10-14 17:36:00,-72,ICME,HSS,complex,,2021-10-09 23:08:00,2021-10-14 17:36:00
454,10,2021-10-16 23:15:00,2021-10-17 07:38:00,2021-10-18 01:04:00,2021-10-18 18:57:00,-71,,HSS,,,2021-10-16 23:15:00,2021-10-18 18:57:00
455,11,2021-11-03 18:42:00,2021-11-03 21:36:00,2021-11-04 12:45:00,2021-11-05 06:02:00,-118,ICME,,,,2021-11-03 18:42:00,2021-11-05 06:02:00
456,12,2021-11-30 11:19:00,2021-11-30 21:25:00,2021-12-01 14:39:00,2021-12-04 20:56:00,-60,,HSS,,,2021-11-30 11:19:00,2021-12-04 14:39:00
457,13,2021-12-19 04:08:00,2021-12-19 17:43:00,2021-12-19 19:58:00,2021-12-24 09:06:00,-60,,HSS,,,2021-12-19 04:43:00,2021-12-22 19:58:00
458,0,2022-01-14 04:59:00,2022-01-14 16:13:00,2022-01-14 22:17:00,2022-01-18 23:52:00,-101,ICME,HSS,complex,,2022-01-14 04:59:00,2022-01-17 22:17:00
459,1,2022-02-02 18:29:00,2022-02-03 04:18:00,2022-02-03 10:55:00,2022-02-03 23:44:00,-80,ICME,HSS,complex,,2022-02-02 18:29:00,2022-02-03 23:44:00
460,2,2022-02-10 09:18:00,2022-02-10 14:47:00,2022-02-10 18:46:00,2022-02-11 10:33:00,-68,,HSS,,,2022-02-10 09:18:00,2022-02-11 10:33:00
461,3,2022-03-04 10:24:00,2022-03-05 10:16:00,2022-03-05 19:41:00,2022-03-11 00:23:00,-60,ICME,HSS,complex,,2022-03-04 21:16:00,2022-03-08 19:41:00
462,4,2022-03-13 06:44:00,2022-03-13 13:34:00,2022-03-13 23:37:00,2022-03-16 10:32:00,-114,ICME,,,,2022-03-13 06:44:00,2022-03-16 10:32:00
463,5,2022-03-30 19:30:00,2022-03-31 05:20:00,2022-04-02 07:07:00,2022-04-05 07:19:00,-59,ICME,HSS,complex,,2022-03-30 19:30:00,2022-04-05 07:07:00
464,6,2022-04-13 20:23:00,2022-04-14 02:22:00,2022-04-14 22:44:00,2022-04-15 04:30:00,-86,,HSS,,,2022-04-13 20:23:00,2022-04-15 04:30:00
465,7,2022-05-27 01:58:00,2022-05-27 11:14:00,2022-05-28 07:18:00,2022-06-04 04:49:00,-59,,HSS,,,2022-05-27 01:58:00,2022-05-31 07:18:00
466,8,2022-06-23 11:20:00,2022-06-24 10:44:00,2022-06-26 01:02:00,2022-06-28 03:48:00,-55,,HSS,,,2022-06-23 21:44:00,2022-06-28 03:48:00
467,9,2022-07-01 09:54:00,2022-07-02 00:56:00,2022-07-02 07:08:00,2022-07-03 01:13:00,-67,ICME,,,,2022-07-01 11:56:00,2022-07-03 01:13:00
468,10,2022-07-07 04:53:00,2022-07-07 12:58:00,2022-07-08 02:23:00,2022-07-10 12:50:00,-85,ICME,HSS,complex,,2022-07-07 04:53:00,2022-07-10 12:50:00
469,11,2022-07-18 17:48:00,2022-07-19 06:02:00,2022-07-19 12:20:00,2022-07-21 00:33:00,-65,,HSS,,,2022-07-18 17:48:00,2022-07-21 00:33:00
470,12,2022-08-06 08:25:00,2022-08-07 06:38:00,2022-08-08 07:42:00,2022-08-16 03:58:00,-69,,HSS,,,2022-08-06 17:38:00,2022-08-11 07:42:00
471,13,2022-08-17 00:03:00,2022-08-17 16:15:00,2022-08-17 21:42:00,2022-08-19 17:33:00,-64,ICME,HSS,complex,,2022-08-17 03:15:00,2022-08-19 17:33:00
472,14,2022-09-02 09:42:00,2022-09-03 06:45:00,2022-09-04 10:36:00,2022-09-11 10:33:00,-71,ICME,HSS,complex,,2022-09-02 17:45:00,2022-09-07 10:36:00
473,15,2022-10-13 18:48:00,2022-10-14 03:44:00,2022-10-14 10:45:00,2022-10-15 08:10:00,-78,,HSS,,,2022-10-13 18:48:00,2022-10-15 08:10:00
474,16,2022-10-21 11:51:00,2022-10-22 08:28:00,2022-10-22 18:30:00,2022-10-24 20:34:00,-89,,HSS,,,2022-10-21 19:28:00,2022-10-24 20:34:00
475,17,2022-11-06 09:23:00,2022-11-07 10:36:00,2022-11-07 17:22:00,2022-11-11 04:26:00,-117,ICME,,,,2022-11-06 21:36:00,2022-11-10 17:22:00
476,18,2022-11-30 04:54:00,2022-11-30 16:25:00,2022-11-30 19:21:00,2022-12-04 01:01:00,-80,,HSS,,,2022-11-30 04:54:00,2022-12-03 19:21:00
477,19,2022-12-06 20:16:00,2022-12-07 01:41:00,2022-12-07 17:39:00,2022-12-10 00:45:00,-68,,HSS,,,2022-12-06 20:16:00,2022-12-10 00:45:00
478,20,2022-12-26 01:29:00,2022-12-26 10:08:00,2022-12-27 08:02:00,2022-12-29 10:50:00,-73,,HSS,,,2022-12-26 01:29:00,2022-12-29 10:50:00
